production_id,date_key,product_id,facility_id,quantity_produced,defective_units,defect_rate_pct,batch_number
269,692,13,5,9293,245,2.64,PROD-2025181217
270,708,2,5,6867,177,2.58,PROD-2025270980
271,171,17,3,7773,196,2.52,PROD-2025517585
272,685,5,7,9840,259,2.63,PROD-2024483934
273,630,8,2,3420,101,2.95,PROD-2023385408
274,564,12,5,532,12,2.26,PROD-2024232235
275,963,2,2,4463,85,1.9,PROD-2025754991
276,313,15,1,3959,114,2.88,PROD-2023223871
277,1047,17,2,6679,103,1.54,PROD-2024886124
278,230,15,6,9784,235,2.4,PROD-2025223294
279,230,16,7,8857,107,1.21,PROD-2025534779
280,656,4,7,2260,27,1.19,PROD-2024706943
281,294,6,4,6755,94,1.39,PROD-2023528560
282,80,12,6,6142,164,2.67,PROD-2023917502
283,604,1,1,9304,250,2.69,PROD-2025831541
284,18,2,4,7649,161,2.1,PROD-2024791179
285,143,7,3,8741,234,2.68,PROD-2023932571
286,264,18,6,5042,99,1.96,PROD-2024870896
287,518,21,1,4974,111,2.23,PROD-2024525680
288,24,20,4,8322,122,1.47,PROD-2024624102
289,156,7,4,2245,23,1.02,PROD-2025253793
290,54,15,1,4572,108,2.36,PROD-2025475439
291,142,2,2,2135,39,1.83,PROD-2024717642
292,923,18,5,2793,52,1.86,PROD-2024800382
293,543,17,1,1502,36,2.4,PROD-2023367864
294,518,17,3,1175,15,1.28,PROD-2023386656
295,770,7,6,5831,105,1.8,PROD-2023599109
296,169,16,1,840,23,2.74,PROD-2025931299
297,918,18,7,8867,150,1.69,PROD-2024573711
298,1090,13,3,4094,60,1.47,PROD-2025892881
299,731,11,1,215,5,2.33,PROD-2025215504
300,1052,13,1,495,7,1.41,PROD-2025340178
301,198,2,1,1876,19,1.01,PROD-2025123651
302,102,11,3,7860,131,1.67,PROD-2025786206
303,91,22,4,6047,72,1.19,PROD-2025364039
304,156,15,5,2194,57,2.6,PROD-2025613360
305,207,15,6,3882,80,2.06,PROD-2025705927
306,213,15,5,2216,50,2.26,PROD-2025318508
307,769,10,7,4102,54,1.32,PROD-2025727807
308,389,9,4,7277,81,1.11,PROD-2025920282
309,827,6,1,9867,218,2.21,PROD-2023411904
310,893,19,2,2150,46,2.14,PROD-2024385318
311,667,17,7,5950,146,2.45,PROD-2023265068
312,1077,21,5,4109,103,2.51,PROD-2025910513
313,273,1,7,9487,236,2.49,PROD-2025291831
314,584,2,5,9099,95,1.04,PROD-2024136023
315,81,17,3,5188,78,1.5,PROD-2025839222
316,605,8,4,6150,103,1.67,PROD-2023516097
317,871,9,2,3937,108,2.74,PROD-2025264258
318,1032,11,1,7274,151,2.08,PROD-2024691573
319,245,5,8,3270,42,1.28,PROD-2025649194
320,506,17,2,779,21,2.7,PROD-2023569562
321,591,22,3,4365,99,2.27,PROD-2024880425
322,824,19,7,4984,125,2.51,PROD-2025823107
323,793,17,8,7867,172,2.19,PROD-2025978079
324,638,8,6,2321,25,1.08,PROD-2025101645
325,709,1,3,5405,68,1.26,PROD-2025647099
326,87,15,1,7430,176,2.37,PROD-2025470985
327,683,14,3,7874,94,1.19,PROD-2025735049
328,1086,18,2,9347,248,2.65,PROD-2024340914
329,109,11,8,8457,186,2.2,PROD-2024877164
330,646,5,3,1647,41,2.49,PROD-2024874376
331,95,2,2,3427,75,2.19,PROD-2023747468
332,200,4,8,1999,39,1.95,PROD-2023564949
333,580,18,5,6132,127,2.07,PROD-2025552801
334,564,3,7,4569,91,1.99,PROD-2024928705
335,861,7,1,8336,240,2.88,PROD-2025621948
336,1010,7,3,7853,83,1.06,PROD-2024896589
337,737,22,4,3380,98,2.9,PROD-2024561559
338,599,10,2,1560,41,2.63,PROD-2025550975
339,649,13,7,9891,104,1.05,PROD-2025942740
340,323,2,6,4965,128,2.58,PROD-2025827971
341,800,20,5,3565,71,1.99,PROD-2023463775
342,969,19,7,4734,67,1.42,PROD-2023226089
343,773,7,1,9446,273,2.89,PROD-2023848487
344,157,16,2,5318,95,1.79,PROD-2024960696
345,765,1,5,9172,273,2.98,PROD-2025463442
346,82,12,6,4394,97,2.21,PROD-2024585725
347,479,13,7,914,18,1.97,PROD-2025206372
348,156,1,6,5074,115,2.27,PROD-2024946480
349,197,13,1,9460,269,2.84,PROD-2024496164
350,320,7,2,6578,118,1.79,PROD-2024230544
351,1018,22,6,767,14,1.83,PROD-2023377072
352,626,4,5,9616,101,1.05,PROD-2025263447
353,20,11,5,8640,149,1.72,PROD-2025327265
354,499,11,8,9723,117,1.2,PROD-2024533191
355,992,4,2,4402,125,2.84,PROD-2024663785
356,49,2,1,8571,200,2.33,PROD-2025307939
357,981,7,7,5273,63,1.19,PROD-2024743043
358,812,4,2,7629,97,1.27,PROD-2024829243
359,125,17,8,7173,110,1.53,PROD-2024267927
360,142,3,2,9616,255,2.65,PROD-2023941385
361,668,17,2,533,14,2.63,PROD-2024334876
362,172,1,5,5807,140,2.41,PROD-2023622367
363,633,5,2,4305,106,2.46,PROD-2024109072
364,587,15,3,8689,94,1.08,PROD-2024374448
365,53,14,7,8793,164,1.87,PROD-2023164659
366,860,10,2,9998,122,1.22,PROD-2024835418
367,791,17,2,4219,65,1.54,PROD-2025580370
368,399,4,5,2120,28,1.32,PROD-2025532533
369,641,22,8,3924,70,1.78,PROD-2024169591
370,725,22,1,6084,88,1.45,PROD-2025688216
371,515,7,6,8418,190,2.26,PROD-2024187315
372,425,2,3,4152,118,2.84,PROD-2025605392
373,751,3,8,4580,130,2.84,PROD-2025434422
374,510,14,7,8988,186,2.07,PROD-2024664364
375,745,5,2,2295,56,2.44,PROD-2024421630
376,1062,8,2,9810,195,1.99,PROD-2024215844
377,634,6,4,203,5,2.46,PROD-2025960992
378,128,21,3,3353,72,2.15,PROD-2024415596
379,290,19,4,6209,90,1.45,PROD-2023182555
380,482,13,8,3160,68,2.15,PROD-2024202441
381,807,9,8,7910,204,2.58,PROD-2025454603
382,602,14,5,5792,116,2,PROD-2025589383
383,229,20,4,3469,95,2.74,PROD-2024941610
384,870,10,2,9509,192,2.02,PROD-2024875159
385,556,10,8,8841,181,2.05,PROD-2024832798
386,947,3,2,5721,101,1.77,PROD-2025103628
387,982,17,2,7740,118,1.52,PROD-2024952158
388,631,22,7,6637,74,1.11,PROD-2024926777
389,407,11,2,9302,195,2.1,PROD-2025814086
390,1074,4,2,1863,34,1.83,PROD-2024807900
391,46,9,6,9101,186,2.04,PROD-2023574993
392,629,9,2,838,23,2.74,PROD-2023167197
393,661,1,1,6182,148,2.39,PROD-2025219984
394,4,16,2,796,11,1.38,PROD-2024997079
395,571,2,8,1401,22,1.57,PROD-2025768431
396,1071,5,1,3062,72,2.35,PROD-2024693796
397,325,7,5,3082,38,1.23,PROD-2023834886
398,397,8,5,3383,62,1.83,PROD-2025317699
399,1082,8,3,1438,29,2.02,PROD-2023803731
400,232,5,3,7986,156,1.95,PROD-2025210124
401,504,20,6,1546,29,1.88,PROD-2024412848
402,403,17,2,7376,74,1,PROD-2025112797
403,514,1,3,3262,79,2.42,PROD-2024244848
404,142,14,8,2080,38,1.83,PROD-2025211911
405,1049,19,7,9893,263,2.66,PROD-2025237430
406,966,8,2,5695,146,2.56,PROD-2025804772
407,65,10,6,6798,81,1.19,PROD-2025542956
408,917,5,8,4976,56,1.13,PROD-2024713099
409,695,11,3,7637,189,2.47,PROD-2023105399
410,43,2,4,1346,38,2.82,PROD-2024418558
411,79,15,3,1358,27,1.99,PROD-2025244373
412,397,1,1,7019,161,2.29,PROD-2023139498
413,492,17,8,7219,126,1.75,PROD-2025477327
414,576,2,3,517,8,1.55,PROD-2025552724
415,569,15,2,2105,62,2.95,PROD-2025807894
416,614,8,1,2085,25,1.2,PROD-2025284653
417,630,14,2,3504,46,1.31,PROD-2025878101
418,588,17,4,8438,147,1.74,PROD-2025966791
419,890,4,4,3076,68,2.21,PROD-2025447875
420,787,16,2,5943,83,1.4,PROD-2024595338
421,721,21,6,8250,198,2.4,PROD-2024696257
422,653,14,8,7623,175,2.3,PROD-2024245995
423,88,18,5,5898,103,1.75,PROD-2025962891
424,555,22,4,462,5,1.08,PROD-2025966055
425,224,15,8,2771,43,1.55,PROD-2023537970
426,657,5,7,1773,36,2.03,PROD-2024523106
427,296,22,5,5901,89,1.51,PROD-2024201309
428,1002,13,4,8385,165,1.97,PROD-2023897158
429,496,8,7,6762,136,2.01,PROD-2025692807
430,331,15,3,7934,234,2.95,PROD-2025858489
431,136,6,6,1949,29,1.49,PROD-2025783640
432,632,21,8,2419,26,1.07,PROD-2025762939
433,939,22,5,468,13,2.78,PROD-2023527065
434,38,8,1,4061,45,1.11,PROD-2024807591
435,293,8,8,8123,185,2.28,PROD-2024900406
436,770,20,4,6400,103,1.61,PROD-2025387100
437,254,5,1,6390,165,2.58,PROD-2025143739
438,666,18,7,8780,92,1.05,PROD-2024144079
439,200,8,2,934,13,1.39,PROD-2024894783
440,159,22,3,9650,131,1.36,PROD-2024178699
441,117,3,6,8261,176,2.13,PROD-2023959397
442,341,11,1,3505,75,2.14,PROD-2024681360
443,777,20,5,7626,166,2.18,PROD-2025406096
444,955,5,2,3444,40,1.16,PROD-2025618434
445,508,16,4,1441,15,1.04,PROD-2025759003
446,37,11,8,809,9,1.11,PROD-2024374530
447,67,18,7,5897,109,1.85,PROD-2025363384
448,437,6,1,5576,77,1.38,PROD-2025252715
449,1070,3,7,4941,108,2.19,PROD-2024265978
450,189,6,7,8028,224,2.79,PROD-2024451854
451,262,11,1,9012,244,2.71,PROD-2023990137
452,724,13,3,844,20,2.37,PROD-2024591043
453,1077,7,2,2791,74,2.65,PROD-2023719840
454,122,2,7,8234,201,2.44,PROD-2024560255
455,703,22,1,3240,96,2.96,PROD-2024948655
456,1071,4,6,9124,118,1.29,PROD-2024139231
457,850,9,5,979,17,1.74,PROD-2025352235
458,655,16,2,6281,135,2.15,PROD-2024734215
459,738,6,1,8350,112,1.34,PROD-2024954477
460,56,8,7,4639,88,1.9,PROD-2024540082
461,36,20,5,5063,55,1.09,PROD-2025313989
462,975,12,1,9724,210,2.16,PROD-2024319289
463,938,19,4,3795,70,1.84,PROD-2023101993
464,493,1,1,9813,283,2.88,PROD-2025580093
465,95,15,6,4755,64,1.35,PROD-2025671797
466,645,20,5,7665,89,1.16,PROD-2024900641
467,152,11,8,640,18,2.81,PROD-2024251080
468,1026,21,6,2411,54,2.24,PROD-2025461999
469,1067,3,3,2710,74,2.73,PROD-2025392993
470,177,2,3,5894,105,1.78,PROD-2024667864
471,1007,6,8,8539,154,1.8,PROD-2025600660
472,4,7,3,321,6,1.87,PROD-2024300450
473,535,19,7,7366,206,2.8,PROD-2024536926
474,703,5,6,1254,19,1.52,PROD-2024881212
475,182,13,7,2906,76,2.62,PROD-2025140715
476,353,13,5,859,25,2.91,PROD-2024940290
477,999,9,4,2608,70,2.68,PROD-2025520840
478,619,21,7,5199,53,1.02,PROD-2023459671
479,83,1,5,4167,111,2.66,PROD-2025190265
480,1007,17,4,976,11,1.13,PROD-2024429346
481,833,16,3,3206,49,1.53,PROD-2025567874
482,414,16,4,6187,67,1.08,PROD-2025828543
483,235,14,3,4223,81,1.92,PROD-2025458099
484,826,16,4,4784,62,1.3,PROD-2025410133
485,29,3,5,6863,182,2.65,PROD-2025611151
486,964,9,3,8770,190,2.17,PROD-2025769756
487,817,5,4,5661,65,1.15,PROD-2025415338
488,190,8,2,9416,282,2.99,PROD-2023750093
489,539,1,7,4720,140,2.97,PROD-2024530215
490,898,13,6,2576,42,1.63,PROD-2024959387
491,361,22,4,7990,175,2.19,PROD-2024956277
492,638,8,7,3108,37,1.19,PROD-2023672768
493,867,2,5,8688,91,1.05,PROD-2025374427
494,460,15,2,2507,68,2.71,PROD-2023120984
495,486,10,3,6057,176,2.91,PROD-2024753593
496,770,9,7,813,19,2.34,PROD-2025313159
497,198,16,7,2553,44,1.72,PROD-2025666097
498,721,10,4,4454,130,2.92,PROD-2025575643
499,816,1,6,5495,127,2.31,PROD-2024789786
500,981,4,7,8490,113,1.33,PROD-2024744128
501,19,2,3,9806,160,1.63,PROD-2025213035
502,847,21,4,5513,65,1.18,PROD-2025475039
503,789,6,7,9023,212,2.35,PROD-2024907698
504,718,16,3,5394,70,1.3,PROD-2025186228
505,519,7,6,6279,154,2.45,PROD-2025196412
506,222,4,2,5614,164,2.92,PROD-2025520800
507,116,6,1,7175,207,2.89,PROD-2025883276
508,408,21,5,3976,87,2.19,PROD-2023229486
509,957,15,3,3254,37,1.14,PROD-2024675482
510,538,15,5,356,7,1.97,PROD-2025597222
511,10,6,6,9124,207,2.27,PROD-2025921814
512,491,7,6,9445,108,1.14,PROD-2025354955
513,856,19,4,8395,195,2.32,PROD-2024573538
514,18,16,5,9641,105,1.09,PROD-2025368545
515,262,4,3,2405,44,1.83,PROD-2024598242
516,66,13,1,7295,126,1.73,PROD-2025354536
517,471,9,7,863,23,2.67,PROD-2025412005
518,412,2,8,2554,40,1.57,PROD-2023230071
519,497,16,8,9301,130,1.4,PROD-2025860709
520,792,10,6,4982,74,1.49,PROD-2024848960
521,633,17,6,6289,180,2.86,PROD-2024601137
522,756,22,3,2331,45,1.93,PROD-2025668797
523,493,11,4,7270,197,2.71,PROD-2023904059
524,347,8,4,6030,60,1,PROD-2024479349
525,11,21,3,9608,126,1.31,PROD-2023447816
526,1094,3,3,9076,110,1.21,PROD-2024588601
527,183,6,3,460,4,0.87,PROD-2023791559
528,261,4,5,6737,107,1.59,PROD-2025960451
529,377,13,5,2477,31,1.25,PROD-2025409353
530,216,11,6,2637,69,2.62,PROD-2025453423
531,400,20,8,7424,121,1.63,PROD-2025416276
532,229,4,7,7089,179,2.53,PROD-2024955795
533,193,11,2,4963,72,1.45,PROD-2025358230
534,1027,22,1,1034,12,1.16,PROD-2023797720
535,580,1,8,2476,47,1.9,PROD-2024237960
