inventory_id,date_key,product_id,facility_id,stock_level,safety_stock_level,reorder_point
392,86,2,2,1233,415,455
393,121,5,1,469,225,507
394,276,2,2,886,244,162
395,288,4,2,788,327,287
396,182,4,3,892,455,365
397,36,3,2,1033,495,401
398,112,5,3,633,136,551
399,67,1,1,498,50,214
400,200,3,3,1136,263,361
401,30,3,3,1008,240,556
402,196,2,2,1526,169,399
403,135,3,1,244,347,433
404,122,3,2,1209,159,478
405,152,3,3,1316,244,223
406,265,2,3,264,179,447
407,290,4,3,1752,238,437
408,201,3,1,371,408,386
409,55,4,1,1280,433,390
410,359,4,1,1733,110,134
411,116,2,2,956,187,583
412,79,4,2,410,85,502
413,12,2,2,1000,408,132
414,58,3,2,1798,106,322
415,68,1,1,1675,321,316
416,273,2,1,450,190,594
417,201,1,3,1722,211,482
418,223,3,1,1404,283,286
419,245,1,2,1121,327,146
420,230,5,2,543,452,209
421,18,5,2,526,451,355
422,209,3,1,1138,97,170
423,163,4,1,892,187,551
424,89,4,1,1313,76,206
425,182,2,1,919,447,229
426,152,5,2,1237,189,444
427,15,2,1,1604,286,252
428,341,3,3,1132,135,517
429,252,1,3,1427,442,330
430,76,5,1,1524,212,599
431,14,4,3,578,319,594
432,175,2,1,1106,292,456
433,92,1,3,1544,329,280
434,217,4,1,618,244,124
435,92,4,1,615,405,352
436,287,3,1,889,289,249
437,100,4,2,744,139,468
438,58,4,3,1548,351,520
439,168,4,3,1512,331,228
440,182,1,1,1033,281,259
441,188,1,2,1985,479,595
442,349,4,2,1631,376,562
443,154,3,2,943,334,403
444,283,4,2,1364,438,305
445,286,5,3,1192,79,490
446,309,5,2,974,317,422
447,293,2,3,234,266,165
448,259,5,1,474,110,346
449,244,2,1,809,447,284
450,74,2,1,873,336,472
451,352,2,2,1121,476,391
452,69,2,3,1165,289,192
453,137,4,3,1788,288,173
454,154,1,2,381,381,368
455,325,5,3,1953,495,586
456,336,5,2,1834,229,343
457,222,5,2,390,428,220
458,139,2,2,1954,266,585
459,121,3,3,1489,222,438
460,260,1,2,1189,72,527
461,145,3,2,681,399,309
462,159,3,1,814,182,161
463,6,5,1,1128,107,551
464,225,3,2,656,146,274
465,116,4,2,642,217,257
466,39,3,1,1544,61,300
467,107,3,1,838,290,597
468,118,5,3,1896,399,262
469,42,3,3,1086,322,406
470,306,2,1,270,320,152
471,27,1,3,388,220,584
472,217,4,3,1111,116,493
473,106,1,3,933,284,526
474,83,2,2,409,177,458
475,321,3,1,391,191,356
476,270,5,3,387,492,357
477,108,1,1,1183,386,200
478,15,3,2,1338,145,232
479,150,1,3,1749,84,259
480,314,3,2,629,79,464
481,337,5,2,685,374,450
482,190,2,3,1434,318,394
483,169,1,2,1101,326,255
484,288,4,1,1804,267,426
485,161,2,2,466,343,150
486,297,5,2,398,422,215
487,83,4,3,1361,105,485
488,102,3,1,1881,119,335
489,115,1,1,1213,373,430
490,242,4,3,406,144,403
491,59,2,3,834,73,597
492,99,4,3,402,250,310
493,75,5,1,793,76,126
494,241,4,3,1956,313,275
495,3,1,3,1253,382,419
496,66,1,1,1530,369,570
497,292,3,3,596,362,578
498,151,4,3,289,290,297
499,163,4,2,1626,438,532
500,247,5,2,780,196,492
501,250,1,1,736,176,388
502,285,2,2,1828,485,122
503,317,3,3,1501,416,448
504,190,4,1,372,383,203
505,7,3,3,1440,222,577
506,19,4,2,1639,342,225
507,326,4,2,1898,448,425
508,89,5,2,891,235,543
509,208,4,3,1278,76,500
510,318,3,1,391,130,229
511,279,3,3,1176,275,394
512,309,5,2,801,140,369
513,353,5,1,1866,185,435
514,72,3,3,235,97,264
515,217,3,1,1795,75,588
516,35,4,3,319,279,443
517,110,1,2,680,127,167
518,317,3,1,1638,314,128
519,167,2,3,462,448,465
520,68,1,1,1819,403,573
521,237,2,3,1461,414,118
522,272,1,3,1586,189,245
523,267,3,1,794,394,575
524,88,5,3,500,82,319
525,206,5,1,1263,427,258
526,360,3,2,1548,417,495
527,63,1,3,1085,155,312
528,287,3,3,999,281,515
529,280,1,2,953,437,423
530,183,3,1,629,54,506
531,174,2,3,1459,65,285
532,134,3,1,1150,486,496
533,335,1,1,847,287,221
534,338,4,3,810,350,244
535,352,5,3,1869,373,578
536,140,4,2,1798,68,121
537,34,3,1,243,62,428
538,66,1,2,1720,180,361
539,172,5,2,395,310,172
540,342,3,2,1475,320,421
541,21,4,1,1001,268,158
542,198,5,1,1736,82,417
543,6,3,2,1827,346,491
544,268,5,2,314,339,275
545,132,2,2,418,322,461
546,7,5,1,1209,346,108
547,76,2,2,412,363,454
548,222,5,3,416,312,329
549,329,5,3,415,93,504
550,7,5,2,739,86,137
551,240,2,1,1929,477,303
552,47,3,2,526,281,462
553,278,4,3,1554,425,337
554,155,5,2,1829,342,268
555,252,4,2,819,64,337
556,227,4,3,1946,52,102
557,38,5,1,973,243,123
558,88,2,3,1411,156,339
559,270,1,2,1904,151,383
560,168,1,1,279,403,481
561,356,1,1,1818,109,416
562,205,5,1,1633,404,410
563,101,4,3,342,368,397
564,116,1,1,1257,417,590
565,50,5,1,1749,133,172
566,32,5,3,953,450,103
567,325,5,1,1676,144,446
568,209,2,3,1837,258,486
569,194,3,3,315,251,302
570,87,2,3,979,79,428
571,261,4,2,1260,342,342
572,122,5,2,1725,221,289
573,296,2,1,937,175,274
574,166,1,1,1639,371,193
575,254,3,3,1360,474,262
576,190,5,1,833,365,417
577,258,2,1,236,152,288
578,296,1,1,839,190,580
579,71,1,1,1104,282,498
580,232,2,2,1724,361,577
581,73,2,2,1287,329,174
582,238,4,1,1487,308,535
583,251,5,1,851,241,163
584,358,1,1,727,78,458
585,24,4,3,1840,449,283
586,164,1,2,586,137,514
587,309,2,1,847,437,101
588,210,1,3,594,103,349
589,107,1,2,281,290,426
590,231,5,2,785,197,160
591,312,2,2,680,128,284
592,342,1,1,1110,250,455
593,89,3,2,734,362,364
594,43,4,1,1969,152,189
595,89,1,1,1235,276,535
596,297,1,2,700,372,109
597,89,4,1,1443,176,130
598,263,1,3,958,361,205
599,296,2,3,954,138,242
600,248,1,3,1866,113,372
601,364,2,2,516,244,382
602,83,2,3,1160,320,281
603,150,2,2,746,252,288
604,302,4,1,328,137,327
605,23,2,1,421,247,241
606,84,1,2,577,454,575
607,340,5,2,828,383,171
608,135,2,1,1425,460,277
609,328,1,2,822,126,447
610,358,1,2,1990,136,335
611,299,3,1,432,115,129
612,281,1,3,1464,286,268
613,31,3,1,927,272,576
614,229,1,1,1563,382,111
615,256,2,2,795,321,582
616,327,3,2,1000,175,182
617,173,3,1,659,434,537
618,186,3,1,831,371,145
619,64,2,3,1084,401,296
620,276,5,1,1402,115,431
621,335,2,1,524,309,425
622,80,5,1,1310,499,104
623,355,2,3,1751,293,187
624,190,1,1,1008,53,204
625,310,2,3,565,382,245
626,291,5,3,290,478,252
627,104,4,1,213,306,285
628,290,1,3,228,234,351
629,359,3,2,853,116,283
630,125,2,3,550,421,127
631,129,1,2,334,448,532
632,9,5,2,627,116,315
633,105,3,2,1557,146,442
634,94,5,1,1667,63,164
635,21,1,1,764,59,305
636,210,1,3,681,392,182
637,22,1,1,529,476,393
638,364,1,3,758,185,196
639,346,5,1,1623,50,200
640,204,4,3,246,94,297
641,37,1,1,967,397,389
642,255,3,3,620,378,506
643,235,5,2,990,476,346
644,130,2,3,358,60,446
645,229,2,2,711,474,241
646,104,5,2,1537,114,313
647,144,5,3,1097,473,393
648,306,1,2,541,229,177
649,279,5,1,1604,116,569
650,99,3,3,971,264,144
651,6,2,1,296,419,160
652,189,3,1,1221,350,492
653,292,3,3,1373,186,558
654,150,1,1,896,278,591
655,122,5,3,230,257,303
656,77,2,3,1939,94,188
657,173,2,1,1832,132,229
658,210,2,3,1021,68,108
659,312,3,3,1859,281,533
660,172,2,3,368,180,528
661,350,2,1,1232,477,134
662,105,3,3,375,190,479
663,216,1,2,1640,75,579
664,129,3,2,1690,453,161
665,229,3,2,488,241,561
666,284,1,1,652,200,192
667,4,4,1,1670,430,540
668,334,4,1,1726,154,566
669,203,5,3,1532,288,455
670,87,5,3,570,305,401
671,240,3,1,988,260,552
672,314,5,1,1031,464,180
673,111,4,2,1511,247,453
674,42,5,2,1415,276,590
675,256,4,2,1648,356,569
676,196,4,2,666,174,213
677,243,3,1,1269,55,174
678,40,5,1,1985,66,513
679,254,5,2,605,114,405
680,74,1,2,1323,221,192
681,130,1,2,1376,366,370
682,215,4,1,1707,144,391
683,290,3,1,1943,285,522
684,120,2,1,276,65,564
685,307,5,3,295,245,543
686,268,5,1,1034,184,254
687,243,4,3,1342,493,153
688,312,4,1,441,72,101
689,332,5,1,1195,117,169
690,237,4,3,940,197,359
691,272,3,2,1242,377,314
692,136,5,2,277,213,146
693,170,5,3,220,403,194
694,6,1,3,935,171,275
695,139,4,3,1273,117,540
696,158,1,1,1887,331,420
697,87,4,3,1284,84,591
698,18,2,1,1559,102,285
699,318,5,3,556,453,217
700,9,1,3,271,315,278
701,73,5,3,548,119,346
702,114,1,2,1658,292,402
703,134,1,3,1657,308,432
704,80,2,1,1280,389,425
705,332,5,2,1420,351,261
706,130,3,2,1109,385,520
707,265,4,2,735,53,563
708,261,5,2,454,345,282
709,92,4,2,977,88,451
710,350,3,2,908,194,399
711,145,3,3,756,161,306
712,318,4,3,381,78,215
713,47,4,2,1971,309,423
714,295,4,2,825,423,526
715,128,3,1,1490,424,431
716,315,3,1,424,284,493
717,262,3,2,1316,250,549
718,196,5,1,297,252,443
719,254,4,1,948,370,371
720,166,5,3,1136,194,390
721,184,2,3,510,241,347
722,246,3,1,247,149,139
723,336,5,3,1392,352,564
724,182,3,1,671,67,338
725,101,1,3,1793,376,171
726,160,4,2,1646,203,448
727,159,3,2,412,329,545
728,197,4,1,783,338,133
729,145,5,1,593,139,225
730,4,1,1,508,334,269
731,107,4,3,1332,393,578
732,216,2,1,786,223,345
733,6,3,3,1027,397,564
734,158,4,2,700,459,359
735,331,2,2,277,474,546
736,91,4,2,1804,74,122
737,265,5,3,711,448,238
738,276,3,3,249,272,122
739,13,3,2,1335,211,288
740,311,2,3,992,484,424
741,92,1,3,1761,154,535
742,223,1,1,749,377,586
743,96,2,3,1779,332,416
744,227,4,3,1012,181,579
745,357,1,1,1065,125,360
746,275,3,2,1189,262,330
747,303,2,2,728,69,116
748,252,2,1,1595,353,186
749,71,3,2,1723,230,389
750,323,1,2,1276,368,193
751,296,5,2,1899,450,574
752,94,2,2,936,272,580
753,58,4,3,1830,256,243
754,31,2,2,1241,465,220
755,301,5,3,467,161,463
756,104,3,3,1677,419,450
757,310,1,2,594,499,487
758,329,3,1,454,397,354
759,98,3,3,368,390,151
760,52,1,1,1063,483,222
761,55,3,2,1694,446,375
762,27,3,2,1854,146,531
763,353,2,1,568,460,195
764,116,4,3,332,459,197
765,173,1,3,395,358,534
766,42,2,3,1388,211,528
767,244,5,3,1475,259,470
768,262,2,2,246,123,563
769,304,2,3,1613,388,594
770,27,3,2,1245,291,320
771,160,4,3,1825,169,532
772,166,2,2,740,106,331
773,342,5,3,1124,61,576
774,181,3,1,1164,169,539
775,96,2,3,1972,423,102
776,283,5,3,346,393,141
777,236,1,1,1994,498,554
778,296,2,2,751,58,269
779,94,1,3,1429,222,331
780,163,1,1,1270,169,312
781,118,5,3,1583,269,198
782,234,3,2,1923,276,456
783,155,4,3,1647,349,128
784,278,4,2,1972,97,578
785,111,2,2,1986,289,244
786,280,5,1,1634,68,462
787,245,1,3,1708,391,568
788,151,2,3,1927,259,255
789,181,3,1,1748,406,159
790,291,4,2,691,231,314
791,329,4,1,1821,125,578
792,7,1,1,1477,378,319
793,208,2,1,701,469,146
794,128,2,2,406,448,480
795,23,4,2,534,427,110
796,7,3,3,480,58,420
797,312,5,1,1308,424,159
798,150,1,1,1650,442,187
799,93,4,3,254,95,544
800,262,4,2,784,292,560
801,31,2,2,1696,289,142
802,105,1,3,1464,282,266
803,345,4,3,1251,80,216
804,128,4,3,1054,424,574
805,42,4,3,1636,232,356
806,102,1,1,1829,431,364
807,225,4,2,1568,159,331
808,13,4,1,667,235,312
809,101,2,2,618,291,173
810,339,3,2,1608,408,492
811,80,5,2,1397,448,486
812,47,1,3,1582,89,256
813,334,5,2,223,187,441
814,238,4,2,932,306,329
815,260,3,3,1056,329,141
816,103,2,3,602,113,460
817,54,2,1,218,353,398
818,229,1,3,872,143,193
819,129,3,1,252,355,344
820,179,1,3,303,308,251
821,114,2,1,542,292,102
822,63,4,2,894,407,363
823,286,1,3,251,497,144
824,91,3,1,568,74,253
825,162,1,2,1966,105,466
826,29,2,2,810,90,326
827,68,1,1,1443,236,586
828,199,4,2,823,466,353
829,313,2,1,1580,252,534
830,289,1,2,624,445,322
831,102,5,2,778,302,154
832,193,5,3,627,155,388
833,119,2,2,953,285,478
834,104,4,2,1491,434,460
835,50,3,3,1858,176,518
836,185,4,3,1474,374,435
837,342,1,3,1217,296,110
838,305,2,2,655,404,276
839,207,5,3,1165,364,178
840,79,3,1,630,380,380
841,184,2,2,1417,207,561
842,343,2,1,1244,338,300
843,140,2,1,274,345,493
844,219,1,1,232,134,570
845,113,5,2,1748,294,272
846,56,5,2,1010,71,233
847,242,5,1,406,202,255
848,232,3,2,979,147,368
849,137,1,2,734,309,336
850,111,4,1,1971,317,176
851,165,5,2,709,181,419
852,119,4,3,326,200,465
853,1,2,2,932,247,213
854,332,2,2,1283,363,513
855,65,2,1,1336,410,218
856,155,5,2,1243,168,232
857,280,2,1,1021,84,170
858,344,1,3,666,363,473
859,177,2,3,301,291,154
860,34,5,1,1451,311,317
861,103,1,1,1079,440,570
862,124,5,1,1173,454,535
863,313,2,3,498,448,127
864,50,1,3,1957,499,123
865,174,2,1,764,136,355
866,266,1,1,977,296,324
867,216,4,1,1079,244,560
868,91,1,2,1971,445,276
869,263,4,2,1679,98,581
870,227,2,2,393,256,304
871,235,1,2,1733,495,194
872,307,5,2,1202,338,475
873,183,1,2,1693,287,448
874,125,1,1,991,110,578
875,364,1,3,1293,318,531
876,187,3,2,1701,190,514
877,357,5,2,1447,236,507
878,329,1,1,1866,77,465
879,295,1,3,831,126,577
880,33,2,2,1811,457,298
881,33,5,3,1505,408,375
882,38,1,1,1427,207,101
883,224,1,2,1897,277,565
884,21,1,3,1841,309,559
885,69,4,3,912,62,157
886,267,3,2,1423,253,409
887,188,5,1,1501,434,568
888,174,4,3,1410,477,354
889,219,1,2,400,429,138
890,56,5,2,1325,98,118
891,297,4,3,403,73,169
892,363,3,3,787,83,428
893,299,4,3,1532,216,215
894,52,2,2,245,475,231
895,304,1,2,382,184,375
896,268,4,1,345,200,230
897,135,3,3,472,326,172
898,99,1,1,1135,92,190
899,44,2,1,876,237,161
900,134,2,1,742,201,296
901,147,4,3,976,149,551
902,228,1,1,1838,142,246
903,362,4,1,1734,205,200
904,232,2,2,423,371,371
905,362,5,3,1196,181,505
906,356,4,2,1242,258,307
907,59,5,1,1532,389,248
908,92,1,2,1393,469,539
909,116,2,1,683,176,543
910,87,4,2,1994,362,389
911,60,4,3,927,395,296
912,163,4,1,1771,362,563
913,145,1,3,545,324,165
914,167,1,3,1435,80,368
915,132,3,1,1557,475,579
916,176,4,3,1063,237,470
917,48,1,1,1103,266,177
918,338,2,1,636,207,248
919,364,1,2,1260,225,543
920,62,1,1,1221,432,295
921,127,4,2,428,122,205
922,23,5,1,1298,463,557
923,188,2,3,781,90,529
924,156,5,2,1900,209,371
925,105,3,1,1639,288,282
926,298,4,1,1640,492,238
927,228,5,3,1653,414,132
928,166,1,1,536,97,185
929,339,1,3,1149,384,216
930,58,3,2,681,498,533
931,21,3,3,1962,454,279
932,50,2,1,621,469,174
933,243,2,3,1145,372,319
934,337,4,3,1117,384,161
935,331,3,3,1414,393,581
936,269,4,1,1459,321,268
937,56,5,1,1929,433,366
938,220,2,3,1703,235,221
939,17,4,2,825,440,106
940,301,3,1,1246,257,434
941,309,5,2,852,205,311
942,88,2,1,966,227,499
943,37,4,3,483,317,384
944,142,3,3,1367,202,360
945,113,4,3,1155,335,312
946,198,2,2,1748,377,419
947,184,5,2,582,444,498
948,340,1,2,696,237,489
949,172,5,3,351,91,404
950,214,4,3,1035,149,314
951,231,4,1,685,277,463
952,114,1,3,295,416,534
953,343,4,2,1909,488,397
954,84,5,1,1530,296,208
955,165,2,2,1761,469,448
956,302,5,3,1650,354,420
957,39,5,2,1302,479,360
