procurement_id,order_date_key,product_id,supplier_id,order_quantity,unit_cost,lead_time_days,total_cost,delivery_date_key,quality_score,po_number
55,95,11,7,3139,118.31,27,371375.09,122,86.27,PO-2024-606657
56,410,15,4,4992,180.83,25,902703.36,435,97.63,PO-2024-526727
57,915,6,2,4228,269.68,10,1140207.04,925,92.76,PO-2025-195489
58,826,14,9,650,212.15,24,137897.5,850,96.94,PO-2025-389484
59,665,14,3,2401,48.21,7,115752.21,672,92.25,PO-2024-138401
60,876,19,10,961,347.83,14,334264.63,890,91.81,PO-2025-444009
61,977,9,7,1691,152.18,15,257336.38,992,94.47,PO-2024-432104
62,201,19,12,4017,98.95,5,397482.15,206,86.46,PO-2024-557678
63,9,2,10,3806,39.17,15,149081.02,24,90.51,PO-2024-950692
64,647,10,1,2850,110.09,8,313756.5,655,96.63,PO-2024-375893
65,341,12,7,3724,336.87,15,1254503.88,356,90.6,PO-2025-550736
66,855,13,5,3258,41.18,29,134164.44,884,87.09,PO-2023-991983
67,174,16,4,462,275.86,29,127447.32,203,87.14,PO-2024-168791
68,43,15,1,4125,333.46,20,1375522.5,63,98.22,PO-2023-736733
69,1077,17,5,3857,192.78,24,743552.46,1096,98.83,PO-2024-162494
70,500,17,5,966,248.46,23,240012.36,523,90.87,PO-2023-543696
71,530,16,13,3897,306.18,12,1193183.46,542,96.07,PO-2024-668850
72,447,14,9,257,22.98,12,5905.86,459,95.92,PO-2024-564556
73,436,13,15,358,309.08,14,110650.64,450,90.26,PO-2025-159741
74,1065,16,15,748,120.97,10,90485.56,1075,95.56,PO-2025-809152
75,413,15,7,4937,214.63,19,1059628.31,432,90.59,PO-2023-805197
76,1079,12,14,102,319.57,5,32596.14,1084,98.23,PO-2024-532159
77,261,5,6,1957,143.73,6,281279.61,267,90.16,PO-2025-735073
78,66,22,3,135,240.1,10,32413.5,76,91.19,PO-2025-699082
79,946,6,4,4653,347.96,16,1619057.88,962,87.48,PO-2025-546690
80,184,14,5,3549,109.31,28,387941.19,212,94.8,PO-2024-424224
81,683,6,1,3467,151.12,7,523933.04,690,97.33,PO-2024-479179
82,942,8,6,1437,12.9,22,18537.3,964,91.33,PO-2024-373241
83,306,10,14,4690,175.87,9,824830.3,315,92.67,PO-2024-900527
84,359,8,13,263,317.84,29,83591.92,388,94.69,PO-2025-674360
85,153,19,9,1904,133.07,23,253365.28,176,90.5,PO-2024-791409
86,258,21,4,4079,90.47,26,369027.13,284,88.18,PO-2025-681539
87,1040,12,8,3945,287.34,6,1133556.3,1046,96.77,PO-2024-796831
88,582,16,8,523,13.57,15,7097.11,597,93.69,PO-2025-629584
89,317,11,6,2022,251.46,23,508452.12,340,92.14,PO-2024-852418
90,444,9,2,3845,253.74,19,975630.3,463,85.75,PO-2025-242756
91,958,5,8,3815,143.86,29,548825.9,987,93.94,PO-2025-875791
92,577,15,11,385,64.61,16,24874.85,593,97.94,PO-2024-561579
93,549,22,9,3957,279.24,10,1104952.68,559,92,PO-2024-513238
94,474,2,14,887,71.14,28,63101.18,502,92.84,PO-2024-427023
95,697,10,5,3602,153.67,29,553519.34,726,91.25,PO-2024-135463
96,924,14,14,581,14.36,14,8343.16,938,87.04,PO-2023-667156
97,408,4,1,724,200.01,8,144807.24,416,86.71,PO-2025-434339
98,82,17,10,3697,326.51,25,1207107.47,107,88.54,PO-2025-188937
99,488,1,10,4304,110.1,18,473870.4,506,89.52,PO-2024-494504
100,564,7,11,3559,133.37,10,474663.83,574,94.97,PO-2025-817947
101,565,11,2,501,260.1,8,130310.1,573,96.26,PO-2024-489060
102,583,14,5,2534,285.65,18,723837.1,601,90.8,PO-2023-237954
103,184,9,8,2979,103.61,7,308654.19,191,91,PO-2024-391175
104,196,11,4,730,87.1,15,63583,211,96.36,PO-2025-568665
105,854,6,9,3501,143.29,27,501658.29,881,94.01,PO-2024-462413
106,931,16,5,681,262.73,17,178919.13,948,91.64,PO-2024-146669
107,58,20,7,2587,93.07,28,240772.09,86,94.38,PO-2024-653544
108,1074,14,11,579,266.36,10,154222.44,1084,98.51,PO-2024-159069
109,569,2,13,4935,176.54,25,871224.9,594,87.4,PO-2024-243787
110,530,20,15,2639,74.63,12,196948.57,542,95.96,PO-2025-810599
111,535,17,11,1948,167.08,27,325471.84,562,97.9,PO-2024-334235
112,878,2,11,313,83.67,5,26188.71,883,92.59,PO-2025-750122
113,112,4,2,3084,25.57,19,78857.88,131,87.91,PO-2025-506414
114,844,18,10,641,204.34,9,130981.94,853,92.27,PO-2025-372759
115,860,6,7,1609,317.03,22,510101.27,882,95.37,PO-2024-222033
116,222,13,14,1837,147.65,11,271233.05,233,91.2,PO-2024-255670
117,448,12,6,4086,90.73,8,370722.78,456,98.4,PO-2024-390146
118,364,11,2,2177,283.15,6,616417.55,370,98.04,PO-2025-799779
119,716,1,5,2606,199.57,17,520079.42,733,89.55,PO-2025-406393
120,738,21,6,3246,105.38,21,342063.48,759,97.88,PO-2024-850665
121,490,9,2,167,248.96,26,41576.32,516,88.68,PO-2024-949512
122,880,11,9,1235,12.64,13,15610.4,893,87.16,PO-2024-764945
123,719,21,3,4999,240.28,16,1201159.72,735,86.43,PO-2023-409452
124,783,22,3,1686,187.22,19,315652.92,802,94.56,PO-2023-574185
125,297,15,6,2061,58.85,7,121289.85,304,95.47,PO-2024-922131
126,128,21,10,4450,329.16,11,1464762,139,97.23,PO-2024-631612
127,734,15,1,2929,205.24,15,601147.96,749,87.81,PO-2025-808912
128,816,18,9,4812,75.79,14,364701.48,830,87.54,PO-2024-738602
129,740,16,1,1837,220.25,25,404599.25,765,87.42,PO-2023-964528
130,951,16,13,2248,105.24,9,236579.52,960,86.17,PO-2024-933590
131,544,3,2,4506,308.49,20,1390055.94,564,88.89,PO-2024-339598
132,725,18,7,763,67.57,11,51555.91,736,93.83,PO-2025-560868
133,719,21,3,4461,164.94,21,735797.34,740,86.89,PO-2023-884009
134,41,2,3,723,259.85,29,187871.55,70,90.18,PO-2024-286395
135,452,12,1,3750,13.22,21,49575,473,95.32,PO-2025-638996
136,366,12,5,473,6.66,15,3150.18,381,96.14,PO-2025-579239
137,338,6,3,1623,82.29,7,133556.67,345,90.9,PO-2024-962785
138,711,3,8,4355,48.01,19,209083.55,730,87.39,PO-2025-490904
139,714,7,2,2269,71.39,10,161983.91,724,97.52,PO-2025-669045
140,755,17,15,2170,291.45,11,632446.5,766,86.13,PO-2025-475737
141,932,8,10,2472,131.01,6,323856.72,938,92.15,PO-2025-622512
142,405,10,1,599,28.67,13,17173.33,418,95.32,PO-2024-659840
143,921,6,12,189,94.32,6,17826.48,927,85.55,PO-2023-643310
144,837,15,14,2270,305.28,7,692985.6,844,96.55,PO-2024-119823
145,63,11,2,2145,332.02,13,712182.9,76,89.89,PO-2023-613628
146,383,13,11,3469,217.61,12,754889.09,395,86.02,PO-2024-231194
147,994,18,13,4918,212.89,9,1046993.02,1003,93.81,PO-2025-851748
148,806,7,9,3155,341.02,5,1075918.1,811,94.51,PO-2023-451946
149,124,12,14,4328,307.7,11,1331725.6,135,90.73,PO-2025-740915
150,611,21,5,4344,89.31,29,387962.64,640,85.45,PO-2023-694038
151,366,12,5,2455,127.28,10,312472.4,376,95.15,PO-2025-233643
152,967,6,1,3748,8.13,21,30471.24,988,95.3,PO-2023-603806
153,836,9,2,3648,83.56,5,304826.88,841,98.86,PO-2023-796086
154,449,17,14,2231,238.23,16,531491.13,465,95.56,PO-2023-202353
155,548,16,13,3478,95.54,18,332288.12,566,89.83,PO-2023-841919
156,301,19,1,4893,336.2,24,1645026.6,325,97.52,PO-2023-772523
157,1005,8,6,1016,119.63,6,121544.08,1011,85.17,PO-2024-669920
158,99,13,15,1249,308.34,15,385116.66,114,92.24,PO-2025-637349
159,623,11,3,3218,251.09,21,808007.62,644,94.88,PO-2023-530919
160,493,14,11,3049,11.85,20,36130.65,513,86.53,PO-2025-609266
161,156,10,8,1445,144.71,24,209105.95,180,85.17,PO-2025-636792
162,45,10,14,795,119.53,8,95026.35,53,96.45,PO-2024-654367
163,291,13,12,902,264.22,11,238326.44,302,98.46,PO-2024-230766
164,228,2,15,262,160.36,14,42014.32,242,86.25,PO-2024-299969
165,373,5,12,2884,84.27,16,243034.68,389,93.5,PO-2024-474556
166,681,5,11,835,117.38,15,98012.3,696,86.1,PO-2023-425670
167,513,16,9,3726,298.46,26,1112061.96,539,93.64,PO-2025-823327
168,1064,17,2,3859,12.32,13,47542.88,1077,91.23,PO-2023-181876
169,938,13,5,4149,271.18,20,1125125.82,958,92.39,PO-2023-427982
170,777,1,15,1211,209.4,21,253583.4,798,87.33,PO-2024-999107
171,1061,17,7,1096,8.79,12,9633.84,1073,86.39,PO-2025-100104
172,655,5,6,4351,103.09,7,448544.59,662,92.46,PO-2024-682851
173,428,21,1,2754,162.9,25,448626.6,453,87.95,PO-2023-680334
174,202,21,13,906,272.73,15,247093.38,217,96.23,PO-2024-342099
175,125,14,10,481,128.03,14,61582.43,139,86.41,PO-2025-373700
176,868,3,5,2263,92.43,24,209169.09,892,87.29,PO-2025-887240
177,362,8,9,1370,59.96,19,82145.2,381,92.9,PO-2025-337192
178,295,4,12,4201,118.11,14,496180.11,309,95.82,PO-2023-681689
179,853,20,10,2920,208.23,14,608031.6,867,93.73,PO-2023-427289
180,182,20,13,711,182.08,20,129458.88,202,98.18,PO-2024-699459
181,1064,18,6,4183,11.77,21,49233.91,1085,96.52,PO-2025-100402
182,995,8,6,4076,232.87,23,949178.12,1018,94.83,PO-2024-798135
183,626,13,10,1551,190.46,24,295403.46,650,87.68,PO-2025-648312
184,798,1,14,1873,86.71,16,162407.83,814,94.82,PO-2024-725755
185,7,3,2,1580,111.03,19,175427.4,26,85.67,PO-2024-912153
186,329,13,3,889,146.81,22,130514.09,351,92.09,PO-2023-328844
187,1027,4,12,607,288.92,8,175374.44,1035,88.11,PO-2025-825957
188,145,13,12,850,314.62,19,267427,164,86.38,PO-2023-452981
189,940,15,7,936,158.53,20,148384.08,960,96.31,PO-2024-850474
190,342,10,6,2786,280.28,29,780860.08,371,90.91,PO-2024-164460
191,1010,3,12,1184,227.13,25,268921.92,1035,89.1,PO-2025-528415
192,301,9,9,3263,169.11,6,551805.93,307,89.35,PO-2025-409723
193,75,15,5,2147,280.09,19,601353.23,94,88.95,PO-2025-785574
194,954,11,5,1767,106.6,5,188362.2,959,89.66,PO-2025-258676
195,932,2,12,3890,152,19,591280,951,85.82,PO-2025-887236
196,417,6,11,3845,10.01,18,38488.45,435,92.76,PO-2024-763797
197,590,1,7,3354,303.29,23,1017234.66,613,85.25,PO-2023-446965
198,901,10,7,4488,150.34,16,674725.92,917,97.77,PO-2025-570367
199,878,4,15,643,87.7,23,56391.1,901,92.81,PO-2023-403612
200,154,3,3,3568,341.62,19,1218900.16,173,96.8,PO-2024-523202
201,603,2,7,4149,235.83,17,978458.67,620,87.09,PO-2024-849171
202,897,8,13,339,226.5,27,76783.5,924,95.93,PO-2024-118308
203,445,15,8,1728,201.35,17,347932.8,462,96.46,PO-2023-239632
204,886,9,6,1841,193.75,23,356693.75,909,91.67,PO-2024-963842
205,68,1,10,3277,82.25,27,269533.25,95,91.15,PO-2023-859039
206,144,11,12,4378,327.18,17,1432394.04,161,94.56,PO-2024-686841
207,274,6,4,2328,190.59,8,443693.52,282,90.68,PO-2024-333886
208,642,15,14,959,15.47,20,14835.73,662,96.29,PO-2024-753646
209,820,19,5,2261,21.8,14,49289.8,834,85.86,PO-2024-503855
210,681,2,4,4296,330.05,18,1417894.8,699,86.82,PO-2025-272952
211,960,14,1,1712,304.53,23,521355.36,983,98.76,PO-2024-288660
212,310,12,15,2434,30.23,7,73579.82,317,98.13,PO-2025-875481
213,32,22,10,944,294.08,18,277611.52,50,96,PO-2025-606986
214,604,16,6,785,219.23,6,172095.55,610,96.19,PO-2024-105437
215,650,22,11,413,167.22,17,69061.86,667,90.71,PO-2025-669277
216,70,15,2,641,80.58,26,51651.78,96,92.48,PO-2023-405120
217,55,13,15,2303,259.17,26,596868.51,81,90.95,PO-2025-735551
218,939,6,6,3050,72.2,5,220210,944,88.71,PO-2024-983271
219,820,20,2,2980,277.49,8,826920.2,828,90.36,PO-2025-784339
220,324,6,8,3839,100.5,6,385819.5,330,89.54,PO-2024-997994
221,336,11,6,1860,24.61,20,45774.6,356,87.25,PO-2025-254722
222,572,9,8,4537,56.49,28,256295.13,600,97.37,PO-2025-250862
223,105,21,5,1577,209,16,329593,121,95.84,PO-2025-492683
224,643,5,4,2328,27.19,8,63298.32,651,91.16,PO-2025-227143
225,220,18,5,4481,110.46,19,494971.26,239,85.79,PO-2024-156538
226,345,3,6,2504,99.99,12,250374.96,357,93.52,PO-2023-148521
227,64,18,2,2846,258.73,9,736345.58,73,85.64,PO-2023-280317
228,384,6,10,2868,172.62,24,495074.16,408,88.66,PO-2025-192155
229,116,18,10,524,237.76,28,124586.24,144,88.05,PO-2024-514919
230,264,13,1,2475,241.1,29,596722.5,293,85.63,PO-2023-804806
231,1067,15,6,2663,8.13,5,21650.19,1072,88.69,PO-2024-706791
232,162,12,10,1981,194.7,8,385700.7,170,97.22,PO-2025-180093
233,258,5,2,725,242.48,8,175798,266,92.29,PO-2024-267598
234,94,14,9,3589,262.64,24,942614.96,118,85.9,PO-2023-544270
235,254,14,15,704,256.58,29,180632.32,283,87.23,PO-2023-501042
236,443,19,7,1534,338.46,22,519197.64,465,90.25,PO-2025-458154
237,1030,6,13,3617,348.93,11,1262079.81,1041,91.31,PO-2024-136338
238,563,20,14,2277,248.3,26,565379.1,589,88.08,PO-2025-129351
239,636,10,1,1124,5.52,10,6204.48,646,92.31,PO-2025-694961
240,83,21,1,737,318.83,17,234977.71,100,91.94,PO-2025-417179
241,721,4,3,1048,240.24,7,251771.52,728,92.78,PO-2025-554575
242,559,7,15,3602,336.99,15,1213837.98,574,87.68,PO-2024-191014
243,464,3,4,4420,153.84,29,679972.8,493,89.76,PO-2025-402297
244,757,17,8,4161,237.18,28,986905.98,785,96.83,PO-2025-151749
245,333,15,10,928,281.67,19,261389.76,352,88.83,PO-2025-472825
246,728,14,5,1859,266.16,24,494791.44,752,88.5,PO-2023-203659
247,264,11,8,2577,52.67,23,135730.59,287,92.93,PO-2024-512021
248,814,17,13,3518,239.61,7,842947.98,821,88.74,PO-2024-544118
249,380,9,5,3700,176.65,29,653605,409,89.08,PO-2024-877228
250,697,4,4,4464,334.88,29,1494904.32,726,86.08,PO-2023-444533
251,532,3,13,4659,295.14,6,1375057.26,538,96.7,PO-2025-126389
252,837,5,10,2903,190.58,21,553253.74,858,90.55,PO-2025-860957
253,371,7,7,4587,63.69,13,292146.03,384,97.29,PO-2024-592123
254,578,4,6,2735,298.39,7,816096.65,585,85.89,PO-2024-346625
255,613,21,6,3225,226.87,8,731655.75,621,94.45,PO-2025-873386
256,211,10,12,1651,281.04,5,463997.04,216,95.79,PO-2025-699510
257,705,13,5,4227,35.32,27,149297.64,732,98.34,PO-2023-148457
258,363,9,7,4576,72.89,12,333544.64,375,90.88,PO-2025-572747
259,679,2,5,3213,201.49,14,647387.37,693,88.08,PO-2025-119103
260,1068,3,13,2084,112.48,10,234408.32,1078,90.4,PO-2025-165726
261,427,7,8,1544,234.02,26,361326.88,453,93.89,PO-2024-536039
262,474,18,1,4107,344.53,5,1414984.71,479,85.55,PO-2024-451644
263,453,7,9,3344,90.37,22,302197.28,475,97.7,PO-2024-978756
264,205,11,2,2591,89.44,28,231739.04,233,87.89,PO-2025-490319
265,130,21,8,565,17.32,6,9785.8,136,97.4,PO-2025-825180
266,328,16,8,321,106.17,18,34080.57,346,89.53,PO-2024-694439
267,79,22,1,3489,248.29,22,866283.81,101,95.21,PO-2025-574682
268,257,14,10,3147,110.11,15,346516.17,272,90.14,PO-2025-981162
269,215,10,10,1116,277.62,9,309823.92,224,89.23,PO-2025-945027
270,1049,9,1,1232,198.51,28,244564.32,1077,92.36,PO-2025-459674
271,155,4,4,1080,56.16,13,60652.8,168,97.66,PO-2024-453163
272,895,12,5,653,320.15,6,209057.95,901,85.08,PO-2025-119024
273,984,12,9,3812,219.64,13,837267.68,997,93.27,PO-2025-327914
274,822,8,13,3592,48.46,11,174068.32,833,95.23,PO-2024-978495
275,77,12,12,1018,318.23,17,323958.14,94,98.77,PO-2025-594178
276,289,22,10,3779,309.88,19,1171036.52,308,96.77,PO-2023-974646
277,605,8,5,4270,266.62,24,1138467.4,629,98.49,PO-2024-518066
278,486,2,7,3626,175.64,20,636870.64,506,90.67,PO-2025-257151
279,319,9,10,3296,67.99,22,224095.04,341,85.83,PO-2024-690358
280,620,20,9,3680,315.34,24,1160451.2,644,85.85,PO-2024-473055
281,749,16,12,296,241.6,16,71513.6,765,90.54,PO-2024-786622
282,642,21,1,1159,68.23,26,79078.57,668,89.96,PO-2024-741134
283,853,22,15,2679,16.21,12,43426.59,865,91.37,PO-2025-157411
284,545,11,15,1502,38.8,22,58277.6,567,97.96,PO-2025-540751
285,372,17,13,234,326.11,26,76309.74,398,89.34,PO-2025-999492
286,894,22,13,2676,150.24,6,402042.24,900,93.6,PO-2025-886941
287,194,4,12,4165,321.92,19,1340796.8,213,98.88,PO-2024-943179
288,791,1,5,631,5.54,8,3495.74,799,93.33,PO-2025-318414
289,359,13,6,4131,324.7,15,1341335.7,374,90.26,PO-2024-741362
290,634,10,8,3359,39.9,16,134024.1,650,95.45,PO-2025-410734
291,367,13,11,1810,48.4,27,87604,394,89.39,PO-2023-635626
292,196,10,9,1035,82.8,28,85698,224,88.51,PO-2025-834100
293,375,4,14,2622,21.69,12,56871.18,387,93.33,PO-2023-414953
294,555,3,9,944,39.24,24,37042.56,579,98.88,PO-2025-633625
295,396,2,7,4668,93.04,18,434310.72,414,94.76,PO-2025-225030
296,614,15,10,4315,60.03,9,259029.45,623,92.31,PO-2025-995135
297,923,1,15,3871,42.89,10,166027.19,933,91.05,PO-2023-890224
298,836,12,9,2106,146.12,29,307728.72,865,85.47,PO-2024-306212
299,148,15,11,1812,57.95,9,105005.4,157,91.18,PO-2024-264370
300,787,18,12,2159,129.06,19,278640.54,806,88.65,PO-2025-768732
301,69,6,15,943,97.53,28,91970.79,97,94.66,PO-2025-321019
302,265,21,2,211,272.28,9,57451.08,274,94.78,PO-2023-854413
303,597,12,13,1686,273.65,5,461373.9,602,85.66,PO-2025-775159
304,1020,5,11,838,181.77,5,152323.26,1025,91.81,PO-2025-509892
305,782,11,14,3188,34.15,7,108870.2,789,98.19,PO-2024-860733
306,207,5,13,215,261.36,15,56192.4,222,94.62,PO-2024-591940
307,1005,2,5,291,139.14,18,40489.74,1023,92.5,PO-2024-219279
308,353,16,8,2282,191.68,13,437413.76,366,98.73,PO-2025-209009
309,477,11,1,4084,57.52,8,234911.68,485,97.55,PO-2024-318275
310,279,4,9,4789,199.61,19,955932.29,298,94.45,PO-2024-305972
311,865,21,7,2354,185.64,20,436996.56,885,85.45,PO-2025-168380
312,486,8,11,469,138.78,19,65087.82,505,91.54,PO-2025-687659
313,836,12,11,1023,211.88,19,216753.24,855,96.7,PO-2024-641771
314,43,21,3,1442,234.69,28,338422.98,71,92.24,PO-2024-674045
315,466,7,15,3184,345.19,12,1099084.96,478,88.37,PO-2025-843888
316,536,22,10,2512,300.05,19,753725.6,555,93.73,PO-2024-723998
317,951,1,7,2850,9.05,16,25792.5,967,85.13,PO-2025-380668
318,494,15,14,3112,278.83,23,867718.96,517,98.54,PO-2023-842056
319,51,5,9,3899,142.21,16,554476.79,67,87,PO-2024-591644
320,760,14,2,4082,77.12,10,314803.84,770,90.38,PO-2025-620188
321,409,6,5,363,114.77,25,41661.51,434,86.45,PO-2025-465300
322,249,20,10,4054,313.41,10,1270564.14,259,89.73,PO-2025-231127
323,19,16,1,1407,240.78,26,338777.46,45,94.9,PO-2023-411889
324,879,10,5,4864,218.94,22,1064924.16,901,85.26,PO-2025-638963
325,852,9,8,2568,72.01,19,184921.68,871,91.23,PO-2025-203311
326,958,16,6,1459,16.18,5,23606.62,963,87.88,PO-2023-928323
327,574,9,8,388,164.35,8,63767.8,582,95.37,PO-2023-362599
328,1031,1,15,2248,213.43,10,479790.64,1041,88.38,PO-2025-877813
329,704,18,11,528,228.62,8,120711.36,712,91.54,PO-2024-831560
330,189,11,4,3338,113.67,7,379430.46,196,88.71,PO-2023-219579
331,595,4,6,448,219.75,26,98448,621,92.74,PO-2025-864298
332,675,9,10,643,67.94,26,43685.42,701,87.63,PO-2024-101869
333,233,3,8,2084,100.17,9,208754.28,242,95.7,PO-2025-686880
334,164,3,12,4703,204.28,21,960728.84,185,90.58,PO-2025-170469
335,276,12,3,962,241.38,15,232207.56,291,91.83,PO-2025-355281
336,5,11,12,4074,281.47,6,1146708.78,11,92.8,PO-2025-641498
337,557,10,12,1927,142.39,24,274385.53,581,96.52,PO-2025-326075
338,606,4,15,3589,120.56,8,432689.84,614,93.23,PO-2024-796492
339,696,9,3,1027,179.8,29,184654.6,725,94.07,PO-2024-431695
340,387,19,4,2037,250.98,26,511246.26,413,87.28,PO-2023-280514
341,934,5,6,1929,170.01,23,327949.29,957,97.1,PO-2024-778186
342,147,3,7,3944,283.52,23,1118202.88,170,89.72,PO-2024-990223
343,727,19,4,2295,62.44,26,143299.8,753,97.9,PO-2024-804093
344,11,22,13,3168,244.85,14,775684.8,25,96.47,PO-2025-600634
345,804,16,8,4756,294.05,16,1398501.8,820,95.87,PO-2024-677430
346,298,9,9,293,327.62,16,95992.66,314,91.66,PO-2025-184535
347,4,6,7,4584,92.58,17,424386.72,21,86.56,PO-2024-601620
348,796,11,5,1025,119.11,9,122087.75,805,92.7,PO-2023-591390
349,243,12,8,1051,288.97,8,303707.47,251,89.75,PO-2025-779211
350,937,17,4,3445,282.6,27,973557,964,96.35,PO-2023-337240
351,172,16,11,3120,316.75,6,988260,178,93.27,PO-2024-161159
352,130,15,3,912,200.57,21,182919.84,151,87.81,PO-2024-552314
353,251,12,4,443,240.11,20,106368.73,271,98.38,PO-2025-609747
354,476,2,13,4257,251.86,5,1072168.02,481,89.37,PO-2024-728137
355,650,6,1,3494,293.43,8,1025244.42,658,88.85,PO-2025-160217
356,329,2,15,381,135.65,14,51682.65,343,93.69,PO-2025-253267
357,455,16,2,1382,85,12,117470,467,85.21,PO-2024-367452
358,999,17,1,2938,256.53,16,753685.14,1015,94.18,PO-2025-371841
359,940,19,8,682,336.81,23,229704.42,963,91.43,PO-2024-579565
360,965,9,3,3355,108.07,17,362574.85,982,95.73,PO-2024-951688
361,654,21,9,1890,238.7,13,451143,667,86.03,PO-2025-414883
362,235,9,4,4505,86.93,20,391619.65,255,87.39,PO-2025-793882
363,256,1,11,2175,270.1,16,587467.5,272,92.32,PO-2025-322182
364,632,3,8,4147,174.41,7,723278.27,639,91.23,PO-2025-395459
365,766,7,3,398,12.6,24,5014.8,790,88.24,PO-2024-112406
366,81,1,6,4808,156.87,11,754230.96,92,93.8,PO-2025-874357
367,567,7,13,3233,133.83,24,432672.39,591,94.37,PO-2025-390368
368,1070,5,6,1898,226.27,18,429460.46,1088,85.53,PO-2024-733620
369,139,21,1,3556,204.13,16,725886.28,155,98.23,PO-2023-565913
370,658,18,4,2923,314.18,11,918348.14,669,87.77,PO-2024-104358
371,814,11,10,1779,142.14,6,252867.06,820,89.24,PO-2025-562413
372,76,7,6,3830,86.39,23,330873.7,99,95.26,PO-2024-176688
373,242,3,9,1588,241.71,7,383835.48,249,97.36,PO-2025-742541
374,474,15,5,1925,54.7,19,105297.5,493,94.85,PO-2023-268484
375,873,19,7,2046,342.56,6,700877.76,879,88.12,PO-2025-795084
376,545,18,11,4668,89.03,27,415592.04,572,86.14,PO-2025-766453
